Code status (F=full;S=semi),Year,Author,Title,Journal Title,ISBN/ISSN,DOI.URL,Abstract,Volume,Issue,Pages
S,2013,"Sriwannawit, P.; Laestadius, S.",Diffusion of photovoltaic systems for rural electrification in Thailand,International Journal of Energy and Environment,2076-2895,http://www.ijee.ieefoundation.org/vol4/issue1/IJEE_04_v4n1.pdf,"This paper studies a pilot project in which photovoltaic systems were installed in thirty-six places in the remote areas of Thailand with no access to electricity. One sub-project out of thirty-six was chosen for in-depth investigation. We discuss the appropriateness of solar energy for Thailand context. The diffusion process of PV systems is analyzed on four elements: innovation, communication channel, time and social system. This project is an extreme case as the PV systems and services were provided for free of charge. Even so, there are still some challenges to get acceptance for this sustainable form of energy.",4,1,49-58
S,2005,"Soma, D.",Dissemination of solar home systems in Vietnam: a case study of successful partnership,Boiling Point,0263-3167,0,"This paper describes the two phases of a programme in Vietnam where solar home systems were disseminated to rural communities: Phase I was implemented between 1995 and 1998, while Phase II was started in 1998. The programme demonstrates how photovoltaic systems can contribute to sustainable development in remote rural communities.",0,50,24-25
S,2009,"Silva, D.; Nakata, T.",Multi-objective assessment of rural electrification in remote areas with poverty considerations,Energy Policy,0301-4215,https://doi.org/10.1016/j.enpol.2009.03.060,"Rural electrification with renewable energy technologies (RETs) offers several benefits to remote areas where diesel generation is unsuitable due to fuel supply constraints. Such benefits include environmental and social aspects, which are linked to energy access and poverty reduction in less-favored areas of developing countries. In this case, multi-objective methods are suitable tools for planning in rural areas. In this study, assessment of rural electrification with renewable energy systems is conducted by means of goal programming towards fuel substitution. The approach showed that, in the Non-Interconnected Zones of Colombia, substitution of traditional biomass with an electrification scheme using renewable energy sources provides significant environmental benefits, measured as land use and avoided emissions, as well as higher employment generation rates than diesel generation schemes. Nevertheless, fuel substitution is constrained by the elevated cost of electricity compared to traditional biomass, which raises households' energy expenditures between twofold to five times higher values. The present approach, yet wide in scope, is still limited for quantifying the impact of energy access improvements on poverty reduction, as well as for the assessment of energy system's technical feasibility.",37,8,3096-3108
S,2007,"Owens, G. M.",Analyzing impacts of bioenergy expansion in China using strategic environmental assessment,Management of Environmental Quality,1477-7835,http://dx.doi.org/10.1108/14777830710753802,"The methodologies and activities taken to assess the environmental impacts of a $33 million pilot project were examined. The Asian Develoment Bank biogas utilization project has supported construction of over 7500 biogas digesters in more than 140 rural villages. Additional 10 000 biogas digesters are programmed as well as significant investments in biogas production through large-scale animal agribusinesses. The latter will be supported through investments utilizing the Clean Development Mechanism. This paper looks at the project's Initial Environmental Examination undertaken at appraisal, assesses the ongoing energy and environmental monitoring plan currently under way, and examines the potential for the use of Strategic Environmental Assessment (SEA) for integrating environmental policy considerations on a regional or provincial level in China. Improved technologies for application of renewable energy - in particular successful application and adoption of biogas digesters at the village level - offer the potential to promote sustainable, cost-effective growth in agriculture with concurrent positive environmental impacts. Based on the relative success of ongoing efforts to promote the adoption of biomass technology, a significant expansion of the bioenergy programme is under consideration by the Ministry of Agriculture. The case study suggests that there is potential for use of SEA as a tool for the establishment of regional or provincial environmental priorities by taking account of information on the economic, social and environmental benefits, and costs and risks of adopting a national strategy for biomass utilization..",18,4,396-412
S,2010,"Opryszko, M. C.; Majeed, S. W.; Hansen, P. M.; Myers, J. A.; Baba, D.; Thompson, R. E.; Burnham, G.",Water and hygiene interventions to reduce diarrhoea in rural Afghanistan: A randomized controlled study,Journal of Water and Health,14778920 (ISSN),10.2166/wh.2010.121,"A randomized controlled trial of four interventions was conducted using tubewells (n = 2,486), liquid sodium hypochlorite ('Clorin') distributed with an improved water vessel (n = 2,305), hygiene promotion (n = 1,877), and a combination of the three (n = 2,040) to create an evidencebase for water policy in Afghanistan. A fifth group served as a control (n = 2,377). Interventions were randomized across 32 villages in Wardak province. Outcomes were measured through two household surveys separated by one year and twice-weekly household surveillance conducted over 16 months. The households receiving all three interventions showed reduction in diarrhoea compared with the control group, through both longitudinal surveillance data (IRR [95% CI] = 0.61 [0.47-0.81]) and cross-sectional survey data (AOR [95% CI] = 0.53 [0.30-0.93]). This reduction was significant when all household members were included, but did not reach significance when only children under five were considered. These results suggest multi-barrier methods are necessary where there are many opportunities for water contamination. Surveillance data suggested a greater impact of interventions on reducing diarrhoeal diseases than data from the surveys. Higher economic status as measured through household assets was associated with lower rates of diarrhoea and greater intervention uptake, excepting Clorin. Use of soap was also associated with lower prevalence of diarrhoea. ¬© IWA Publishing 2010.",8,4,687-702
S,2015,"Nordensvard, J.; Urban, F.",The stuttering energy transition in Germany: Wind energy policy and feed-in tariff lock-in,Energy Policy,0301-4215,10.1016/j.enpol.2015.03.009,"This article aims to examine whether the formulation of specific low carbon policy such as the feed-in tariff for wind energy in Germany can partly be a barrier to a comprehensive energy transition (Energiewende). Despite their short and medium-term success, these policies could create a long-term lock-in if they are formulated in a way that leads to a stagnation of systems innovation. The research finds that while the share of wind energy has increased rapidly over time, the feed-in-tariff and other low carbon policies and incentives have not been sufficient to achieve a socio-technical regime transition in Germany yet. We suggest that the German feed-in-tariff has incorporated wind energy (a niche-innovation) and wind energy actors (pathway newcomers) into a slightly modified socio-technical regime that is rather similar to the earlier 'fossil fuel dominant' socio-technical regime. (c) 2015 Elsevier Ltd. All rights reserved.",82,,156-165
S,2015,"Nayak, Bibhu P.; Werthmann, Christine; Aggarwal, Veena",Trust and cooperation among urban poor for transition to cleaner and modern cooking fuel,Environmental Innovation and Societal Transitions,2210-4224,https://doi.org/10.1016/j.eist.2014.09.002,"A significant percentage of households in India still use firewood, kerosene and other biomass as cooking fuel. A survey on household energy consumption patterns in Hyderabad revealed that monthly expenditure of urban poor on firewood or kerosene is as much as the price of liquefied petroleum gas (LPG) cylinder. However, poorer households do not switch to LPG due to the high initial investments for an LPG connection. A pilot project was initiated to explore the viability of a community-based cooperative solution in pooling financial resources to meet these upfront investment costs and enable slum households to shift from kerosene and firewood to LPG. Two self-help groups were formed comprising 30 households each. The project enabled all 60 member households to obtain an LPG connection. This paper reiterates, through this pilot, that it is possible for communities themselves to come up with innovative and sustainable solutions for achieving common development goals.",14,,116-127
S,2017,"Narula, S. A.; Subhes, Bhattacharyya",Off-grid electricity interventions for cleaner livelihoods: a case study of value chain development in Dhenkanal district of Odisha,Special Issue: Cleaner production towards a sustainable transition.,0959-6526,http://dx.doi.org/10.1016/j.jclepro.2016.07.176,"Lack of access to electricity in rural areas hinders productive activities, which in turn affects sustainable rural development. Off-grid electrification options can offer an alternative but in order to develop productive uses of electricity in off-grid area, a detailed study of livelihoods and potential areas for improvement in the value chain is required. This paper reports such a study where a livelihood baseline survey was undertaken in a cluster of five remote off-grid villages in Dhenkanal district of Odisha (India) and through a series of interviews, focused group meetings and stakeholder interactions, the study finds that value-added services can be developed through an off-grid electrification intervention. Electrification can support productive activities, thereby offering an opportunity for improved income generation and a better quality of life and a transition to cleaner energy sources. The study provides a novel value chain framework for linking off-grid projects with local livelihoods replicable across multiple geographies ensuring sustainability of these projects.",142,Part 1,191-202
S,2015,"Lewis, J. J.; Bhojvaid, V.; Brooks, N.; Das, I.; Jeuland, M. A.; Patange, O.; Pattanayak, S. K.",Piloting Improved Cookstoves in India,Journal of Health Communication,1081-0730,10.1080/10810730.2014.994243,"Despite the potential of improved cookstoves to reduce the adverse environmental and health impacts of solid fuel use, their adoption and use remains low. Social marketing-with its focus on the marketing mix of promotion, product, price, and place-offers a useful way to understand household behaviors and design campaigns to change biomass fuel use. We report on a series of pilots across 3 Indian states that use different combinations of the marketing mix. We find sales varying from 0% to 60%. Behavior change promotion that combined door-to-door personalized demonstrations with information pamphlets was effective. When given a choice amongst products, households strongly preferred an electric stove over improved biomass-burning options. Among different stove attributes, reduced cooking time was considered most valuable by those adopting a new stove. Households clearly identified price as a significant barrier to adoption, while provision of discounts (e.g., rebates given if households used the stove) or payments in installments were related to higher purchase. Place-based factors such as remoteness and nongovernmental organization operations significantly affected the ability to supply and convince households to buy and use improved cookstoves. Collectively, these pilots point to the importance of continued and extensive testing of messages, pricing models, and different stove types before scale-up. Thus, we caution that a one-size-fits-all approach will not boost improved cookstove adoption.",20,,28-42
S,2007,"Habtetsion, Semereab; Tsighe, Zemenfes",Energy sector reform in Eritrea: initiatives and implications,Journal of Cleaner Production,0959-6526,https://doi.org/10.1016/j.jclepro.2005.09.003,"The Government of Eritrea gave priority status to the energy sector immediately after the country's independence in May 1991, as manifested by the rapid improvement in electricity and oil supplies. Electricity generation capacity has increased from a total of 30MW in 1991 to over 130MW at present. The lengths of transmission and distribution lines have similarly increased from 150km to 400km and from 800 to 1300km respectively. However, as in most Sub-Saharan Africa, this public utility is characterised by inefficient managerial, technical and financial performances, an inability to mobilize the funds needed for expansion, low repair and maintenance capacity, inappropriate tariff rates, and inadequate revenue collection mechanisms. This has led the government to take appropriate reform measures in recent years, including the restructuring of the Eritrea Electric Corporation (EEC) to operate on commercial principles, setting tariffs based on real costs and reasonable profits, effective collection of revenues, the minimization of wastage and loss in the delivery of energy services, facilitating the private sector participation, and ring-fencing the interests of the poor by setting up a Rural Electrification Fund. A Regulatory body has been established to enforce these reform measures. Recognising the role of modern energy in poverty reduction and achieving the Millennium Development Goals (MDGs), the Government with the support of its development partners is expanding energy services to rural areas in an innovative manner. The Government's commitment to diversify energy sources is exemplified by its agreement with the Global Environment Facility (GEF) to share the costs of an on-going pilot wind energy project. It has also established an Energy Research and Training Centre to promote the application of renewable energies and improved biomass stoves throughout Eritrea.",15,2,178-189
S,2018,"Evans, W. D.; Johnson, M.; Jagoe, K.; Charron, D.; Young, B. N.; Mashiur Rahman, A. S. M.; Omolloh, D.; Ipe, J.",Evaluation of behavior change communication campaigns to promote modern cookstove purchase and use in lower middle income countries,International Journal of Environmental Research and Public Health,16617827 (ISSN),10.3390/ijerph15010011,"Nearly three billion people worldwide burn solid fuels and kerosene in open fires and inefficient stoves to cook, light, and heat their homes. Cleaner-burning stoves reduce emissions and can have positive health, climate, and women's empowerment benefits. This article reports on the protocol and baseline data from the evaluation of four behavior change communication (BCC) campaigns carried out in lower to middle income countries aimed at promoting the sale and use of cleaner-burning stoves. Interventions implemented in Bangladesh, Kenya, and Nigeria are using a range of BCC methods including mass media, digital media, outdoor advertising, and inter-personal communication. The mixed methods evaluation comprises three large-scale surveys: one pre-BCC and two follow-ups, along with smaller scale assessments of stove uptake and patterns of use. Baseline results revealed varying levels of awareness of previous promotions and positive attitudes and beliefs about modern (i.e., relatively clean-burning) cookstoves. Differences in cookstove preferences and behaviors by gender, socio-demographics, media use, and country/region were observed that may affect outcomes. Across all three countries, cost (lack of funds) a key perceived barrier to buying a cleaner-burning stove. Future multivariate analyses will examine potential dose-response effects of BCC on cookstove uptake and patterns of use. BCC campaigns have the potential to promote modern cookstoves at scale. More research on campaign effectiveness is needed, and on how to optimize messages and channels. This evaluation builds on a limited evidence base in the field. ¬© 2017 by the authors. Licensee MDPI, Basel, Switzerland.",15,1,
S,2018,"Aklin, M.; Cheng, ChaoYo; Urpelainen, J.",Social acceptance of new energy technology in developing countries: a framing experiment in rural India,Energy Policy,0301-4215,http://dx.doi.org/10.1016/j.enpol.2017.10.059,"While the literature on the social acceptance of new technologies focuses on industrialized societies, concerns about new technologies are often deeper and more widespread in developing countries. In a survey experiment with 3208 villagers from six major states of northern India, we examine the social acceptance of off-grid solar power as an alternative to grid extension. By randomly assigning different frames about this energy technology to the villagers, we study how concerns about the cost of sustainable energy, inequality of energy access, and the role of private business and the state shape individuals' acceptance of off-grid solar power. We find that concerns about the role of private business and possible increases in rural-urban inequality are salient among the rural population. The rural population is concerned about (i) exploitative businesses practices and (ii) the inequality that solar power in villages is more expensive than conventional grid power in urban areas. These findings show that the social acceptance of new, sustainable energy technologies cannot be taken for granted in rural development and offer insights into the salience of different varieties of concerns.",113,,466-477
S,2015,"Masera, O.R.; Bailis, R.; Drigo, R.; Ghilardi, A.; Ruiz-Mercado, I.",Environmental Burden of Traditional Bioenergy Use,Annual Review of Environment and Resources,1543-5938,10.1146/annurev-environ-102014-021318,"Approximately 40% of the global population relies on traditional bioenergy, accounting for 9% of global energy use and 55% of global wood harvest. However, knowledge about the environmental impacts of traditional bioenergy is fragmented. This review addresses several persistent questions and summarizes recent research on land cover change (LCC) and pollution emissions resulting from traditional bioenergy use. We also review recent studies analyzing transitions from traditional bioenergy to cleaner stoves and fuels. Between 27 and 34% of the wood fuel harvest in 2009 was unsustainable, with large geographical variations. Almost 300 million rural people live in wood fuel ?hotspots,? concentrated in South Asia and East Africa, creating risks of wood-fuel-driven degradation. Different fuels and stoves show variation in climate-forcing emissions. Many, but not all, nontraditional stoves result in lower emissions than traditional models. Traditional bioenergy makes substantial contributions to anthropogenic black carbon (BC) emissions (18?30%) and small contributions to total anthropogenic climate impacts (2?8%). Transitions from traditional fuels and devices have proven difficult. Stacking, i.e., the use of multiple devices and fuels to satisfy household energy needs, is common, showing the need to shift stove interventions from the common approach that promotes one fuel and one device to integrated approaches that incorporate deep understanding of local needs and practices, and multiple fuels and devices, while monitoring residual use of traditional technologies.",40,1,121-150
S,2006,"Madubansi, M.; Shackleton, C. M.","Changing energy profiles and consumption patterns following electrification in five rural villages, South Africa",Energy Policy,,https://doi.org/10.1016/j.enpol.2005.10.011,"Following the democratic transition in South Africa in the early 1990s the government has implemented a widespread electrification programme, as well as introduced a free basic electricity allowance as a means of poverty alleviation. Yet there are limited longitudinal studies on the impacts of the introduction of electricity on the patterns of household energy use, and even more so in the neglected rural sector. This study reports on the patterns of household energy use in five rural settlements in 1991 and again in 2002. Results indicate a changing pattern of energy use for lighting and powering entertainment appliances, more specifically from dry-cell batteries and paraffin to electricity. Yet for thermal needs, most notably cooking, fuelwood has remained the most widespread fuel, and the amount used per month has not changed, despite increasing scarcity of wood in the local environment. There has been an increase in the proportion of households purchasing fuelwood as opposed to collecting their own. Overall, the mean total number of fuel types used per household has increased, indicating that electricity is simply viewed as an additional energy, rather than an alternative. Yet, electricity accounted for approximately 60% of expenditure on energy sources in 2002, despite the government's policy of a free basic allowance of 5–6 kWh per month. This has implications for energy supply costing, as well as the poverty alleviation dimensions of the whole programme.",18,,"4081-4092
"
S,2011,"Nansaior, Analaya; Patanothai, AranA.; Rambo, Terry; Simaraks, Suchint",Climbing the energy ladder or diversifying energy sources? The continuing importance of household use of biomass energy in urbanizing communities in Northeast Thailand,Biomass and Bioenergy,,https://doi.org/10.1016/j.biombioe.2011.06.046,"Following the energy ladder model, the role of biomass energy will diminish and even disappear as rural communities become more urbanized. However, the alternative fuel stacking model suggests that, as households become more urbanized, they diversify their energy sources while continue using firewood and charcoal. This study aimed to assess the extent to which biomass energy still plays an important role as a source of energy for household consumption across the urbanization spectrum of communities. Three villages in Khon Kaen province in Northeast Thailand representing the rural, suburban and urban communities were selected for study. Data were collected on energy uses at household level using a formal questionnaire survey along with field observation and field measurement. The results showed that total household energy consumption increased with urbanization. The absolute quantity of biomass energy used slightly increased when going from rural (5.52 GJ caput?1 y?1) to suburban (6.06 GJ caput?1 y?1) but greatly decreased for urban community (1.98 GJ caput?1 y?1), while the relative share declined with greater urbanization, being 46.2, 37.4 and 10.2% for the rural, suburban and urban communities, respectively. Both firewood and charcoal were used primarily for cooking, with a small amount used for home industry. It was concluded that, although the share of biomass energy in household energy portfolios does decline relative to modern energy sources in the course of urbanization, as predicted by the energy ladder model, there is no sharp discontinuity in utilization of energy sources between communities at different stages of urbanization and biomass continue to be an important component of household energy portfolios in all communities, supporting the fuel stacking model. It appears likely that biomass will remain an important source of household energy in Thailand for an extended period.",10,,"4180-4188
"
S,2014,"Zhang Rui; Wei Taoyuan; Glomsrød, Solveig; Shia  Qinghua",Bioenergy consumption in rural China: Evidence from a survey in three provinces,Energy Policy,0301-4215,https://doi.org/10.1016/j.enpol.2014.08.036,Nearly 40 percent of rural households surveyed in 2010 and 2011 use bioenergy. Bioenergy accounts for nearly 20 percent of total energy used by rural households. Income growth of 5 percent results in less than 1 percent reduction in bioenergy use. The high opportunity cost of biomass collection reduces bioenergy use. Sustainable policy for bioenergy use must benefit local households.,75,,136-145
S,2005,"Heltberg, R.",Factors determining household fuel choice in Guatemala,Environment and Development Economics,,"
https://doi.org/10.1017/S1355770X04001858","This paper discusses the factors guiding household choices of cooking fuels. This is crucial for policies to combat indoor air pollution. Household income is an important, but not the only, factor. Opportunity costs of firewood also play an essential role. Empirical results are based on the 2000 Guatemalan LSMS survey, which includes a detailed section on energy use. Patterns of fuel use, energy spending, Engel curves, multiple fuels, the extent of fuel switching, and the determinants of fuel choice are analyzed. It is common in Guatemala to use multiple fuels for cooking – 48 and 27 per cent of urban and rural households do so. Modern fuels are often used alongside traditional solid fuels; modern fuels thus fail to displace solid fuels in many cases, particular in rural areas and the urban bottom half. This is paradoxical since a significant share of firewood users buy wood from the market, incurring costs that are substantial, also in comparison with the costs of modern fuels.",10,3,337–361
S,2009,"Hiemstra-van der Horst, Greg; Hovorka, Alice J.",Fuelwood: the “other” renewable energy source for Africa?,Biomass and Bioenergy,,https://doi.org/10.1016/j.biombioe.2009.08.007,"In recent years, increasing concerns over rising oil prices, supply shortfalls and the environmental impacts of fossil fuel use have fed growing interest in renewable energy sources for Sub-Saharan Africa. Although traditional biofuels already enjoy widespread popularity, their use has often been actively discouraged due to the lingering influence of “fuelwood crisis” era narratives. In particular, urban fuelwood consumption is frequently portrayed as a cause of environmental degradation leading to energy insecurity among low-income households, especially where the resource is commercialized. Such views have had significant influence among policy makers, often resulting in repressive forestry legislation. In contrast, however, a number of researchers have demonstrated that wood energy dependence is often not a significant cause of deforestation and can provide important livelihood opportunities. This article reassesses urban fuelwood sourcing and its impacts using a recent case study conducted by the authors in Maun, Botswana and results previously reported in the literature. Findings indicate that although harvesting is unregulated, its impacts are significantly mitigated by collectors' strong preferences for source sites with abundant dead wood, low competition and recognized access rights. As well, fuelwood vending is found to provide critical support to rural incomes and a key source of low-cost urban energy. As such, the benefits of fuelwood use and avoidance of negative effects will most effectively be achieved by decentralised management approaches that build on local institutions and understandings of the resource.",11,,"1605-1616
"
S,2005,"Matinga, M",We grow up with it,,,0,,,,
S,2019,"Patel, S.N.",New Research Assesses Cooking Gas Adoption and the Impact of India’s PMUY Program in Rural Karnataka,,,0,,,,
S,2018,"Quinn, A.K; Bruce, N.; Puzzolo, E.; Dickinson, K.; Sturke, R.; Jack, D.W; Mehta, S.; Shankar, A.; Sherr, K.; Rosenthal, J.P.",An analysis of efforts to scale up clean household energy for cooking around the world,Energy for Sustainable Development,0973-0826,https://doi.org/10.1016/j.esd.2018.06.011,"Approximately 3 billion people, most of whom live in Asia, Africa, and the Americas, rely on solid fuels (i.e. wood, crop wastes, dung, charcoal) and kerosene for their cooking needs. Exposure to household air pollution from burning these fuels is estimated to account for approximately 3 million premature deaths a year. Cleaner fuels – such as liquefied petroleum gas, biogas, electricity, and certain compressed biomass fuels – have the potential to alleviate much of this significant health burden. A wide variety of clean cooking intervention pro- grams are being implemented around the world, but very few of these efforts have been analyzed to enable global learning. The Clean Cooking Implementation Science Network (ISN), supported by the U.S. National Institutes of Health (NIH) and partners, identified the need to augment the publicly available literature concerning what has worked well and in what context. The ISN has supported the development of a systematic set of case studies, contained in this Special Issue, examining clean cooking program rollouts in a variety of low- and middle-income settings around the world. We used the RE-AIM (reach, effectiveness, adaptation, implementation, maintenance) framework to coordinate and evaluate the case studies. This paper describes the clean cooking case studies project, introduces the individual studies contained herein, and proposes a general conceptual model to support future planning and evaluation of household energy programs",46,,1-10
S,2010,"Venkataraman, C.; Sagar, A. D.; Habib, G.; Lam, N.; Smith, K. R.",The Indian National Initiative for Advanced Biomass Cookstoves: The benefits of clean combustion,Energy for Sustainable Development,0973-0826,https://doi.org/10.1016/j.esd.2010.04.005,"India has recently launched the National Biomass Cookstoves Initiative (NCI) to develop next-generation cleaner biomass cookstoves and deploy them to all Indian households that currently use traditional cookstoves. The initiative has set itself the lofty aim of providing energy service comparable to clean sources such as LPG but using the same solid biomass fuels commonly used today. Such a clean energy option for the estimated 160 million Indian households now cooking with inefficient and polluting biomass and coal cookstoves could yield enormous gains in health and welfare for the weakest and most vulnerable sections of society. At the same time, cleaner household cooking energy through substitution by advanced-combustion biomass stoves (or other options such as clean fuels) can nearly eliminate the several important products of incomplete combustion that come from today's practices and are important outdoor and greenhouse pollutants. Using national surveys, published literature and assessments, and measurements of cookstove performance solely from India, we find that about 570,000 premature deaths in poor women and children and over 4% of India's estimated greenhouse emissions could be avoided if such an initiative were in place today. These avoided emissions currently would be worth more than US$1 billion on the international carbon market. In addition, about one-third of India's black carbon emissions can be reduced along with a range of other health- and climate-active pollutants that affect regional air quality and climate. Although current advanced biomass stoves show substantial emissions reductions over traditional stoves, there is still additional improvement needed to reach LPG-like emission levels. We recognize that the technology development and deployment challenges to meet NCI goals of this scale are formidable and a forthcoming companion paper focuses on what program design elements might best be able to overcome these challenges.",14,2,63-72
S,2014,"Bielecki, C.; Wingenbach, G.",Rethinking improved cookstove diffusion programs: A case study of social perceptions and cooking choices in rural Guatemala,Energy Policy,0301-4215,https://doi.org/10.1016/j.enpol.2013.10.082,"Promoters of improved cookstoves (ICSs) argue they provide the â€œtriple benefitsâ€� of improving health outcomes, preserving local ecosystems, and reducing greenhouse gas emissions. The majority of ICS research reveals a strong pro-diffusion bias toward proving these benefits. Few studies have examined ICSs from the adopters' point-of-view. The purpose of this case study was to describe how culture and social perceptions affect the adoption and use of ICSs. Results showed that stoves in this rural Guatemalan community had several layers of practical importance beyond cooking food. Most prominently, household members valued stoves as heat and light sources, and as a social gathering point for families. Most ICS models have been purposely designed in controlled conditions to deliver maximum heating efficiency at the lowest production cost. However, this case study revealed that the fuel-efficient designs sacrificed important functional, social, and cultural needs. Efforts to increase adoption rates of ICSs will be more successful if the macro-level â€œtriple benefitsâ€� paradigm is adapted to include functional consumer-centric benefits beyond heating food, such as providing heat and ambient light. Adoption programs should account for the cultural and social needs of users, such as recognizing that stoves often serve as a gathering point for families.",66,,350-358
S,2018,"Ozier, A.; Charron, D.; Chung, S.; Sarma, V.; Dutta, A.; Jagoe, K.; Obueh, J.; Stokes, H.; Munangagwa, C.L.; Johnson,  M.; Olopade, C.O.","Building a consumer market for ethanol-methanol cooking fuel in Lagos, Nigeria",Energy for Sustainable Development,0973-0826,https://doi.org/10.1016/j.esd.2018.06.007,"A recently completed randomized controlled study in Nigeria that transitioned pregnant women from traditional fuels to ethanol in their cook stoves demonstrated improved pregnancy outcomes in mothers and children. We subsequently conducted a pilot study of 30 households in Lagos, Nigeria, to determine the acceptability of blended ethanol/methanol as cooking fuel and willingness to pay for the CleanCook stove. A third of the pilot par- ticipants expressed a willingness to purchase the stove for the minimum price of 42 USD or more. Fuel sales data suggest sustained, but non-exclusive, use of the CleanCook stove. These results will influence the final design and implementation of a planned 2500 stove commercial pilot that is scheduled to start in Nigeria in August 2018.",46,,65-70
S,2001,"Bhat, P. R.; Chanakya, H. N.; Ravindranath, N. H.","Biogas plant dissemination: success story of Sirsi, India",Energy for Sustainable Development,0973-0826,https://doi.org/10.1016/S0973-0826(09)60019-3,"Dissemination of alternative energy technologies such as biogas in various parts of the world has rarely led to a success rate of 90%. This study in Sirsi block, Karnataka, south India, revealed that 43% of rural households (HH) had dung resources to operate biogas plants and 65% of them had already built biogas plants. 100% of the plants built were functioning satisfactorily and 85% of HH with biogas plants met all their cooking energy needs with biogas, improving the quality of life of women. The presence of multiple agencies in the dissemination network, participation of entrepreneurs competing to assist households in all aspects of biogas plant construction, commissioning, procuring subsidy, guaranteed performance and free servicing contributed to the high rate of success (of 100% of biogas plants being functional). Most biogas plants built had excess plant capacity, with cost implications. An observed shift in the design choice from mild steel floating drum design to fibre reinforced plastic-based floating drum design and then to a less expensive fixed dome model shows that rural households respond quickly to technological developments. The paper discusses the roles of various factors and their implications for future dissemination programmes.",5,1,39-46
S,2018,"Gould, C.F. and Urpelainen, J.","LPG as a clean cooking fuel: Adoption, use, and impact in rural India.",Energy Policy,0301-4215,10.1016/j.enpol.2018.07.042,"Liquefied petroleum gas (LPG) is by far the most popular clean cooking fuel in rural India, but how rural households use it remains poorly understood. Using the 2014–2015 ACCESS survey with over 8500 households from six energy-poor Indian states, our study reports on results from a comprehensive survey of LPG use in rural India using a holistic approach to understanding the integration of a clean cooking fuel into rural household's energy mixes. There are three principal findings: (i) fuel costs are a critical obstacle to widespread adoption, (ii) fuel stacking is the prevailing norm as few households stop using firewood when adopting LPG, and (iii) both users and non-users have highly positive views of LPG as a convenient and clean cooking fuel. These findings show that expanding LPG use offers great promise in rural India, but affordability prevents a complete transition from traditional biomass to clean cooking fuels.",122,,395-408
S,2017,"Acharya, R.H.; Sadath, A.C.",Implications of energy subsidy reform in India.,Energy Policy,,https://doi.org/10.1016/j.enpol.2016.12.036,"This paper analyses welfare impact of energy subsidy reform in India based on the data from 1970? 71 to 2014? 15. To this end, Auto Regressive Distributed Lag (ARDL) model and Error Correction Model (ECM) have been estimated to quantify the short-run and long-run price and the income elasticity of various energy products. The results show that the price elasticity of demand for all fossil fuels is low, but the respective income elasticity is higher. Therefore, an increase in the general price level caused by the subsidy reform will lead to the erosion of real income and will have related welfare implications in India. The results also reveal that energy expenditure will obviously increase and hence energy consumption will decline depending upon the extent of the withdrawal of subsidy. Therefore, policy makers in India, while undertaking further reforms, must ensure that the subsidy reaches to those who truly deserve, so that the socioeconomic casualty of reforms can be minimized along with achieving fiscal goals",102,,453-462
S,2015,"Garland, C.; Jagoe, K.; Wasirwa, E.; Nguyen, R.; Roth, C.; Patel, A.; Shah, N.; Derby, E.; Mitchell, J.; Pennise, D.; Johnson, M.A.,","Impacts of household energy programs on fuel consumption in Benin, Uganda, and India.",Energy for Sustainable Development,,https://doi.org/10.1016/j.esd.2014.05.005,"This paper presents results of three United States Environmental Protection Agency (U.S. EPA) sponsored field studies which assessed the fuel consumption impacts of household energy programs in Benin, Uganda, and Gujarat, India. These studies expand on a previous round of U.S. EPA supported efforts to build field testing capacity and collect stove performance data in Peru, Nepal, and Maharashtra, India. Daily fuel consumption estimates of traditional and intervention technologies were made using the Kitchen Performance Test (KPT) protocol to determine the potential fuel savings associated with the respective programs. The programs in Benin and Gujarat, India resulted in significant fuel savings of approximately 29% and 61%, respectively. In Uganda, the homes using liquefied petroleum gas (LPG) consumed approximately 31% less charcoal than those not using LPG, although the total energy consumption per household was similar between the baseline and LPG user groups.",27,,168-173
S,2017,"Martínez, J.; Martí-Herrero, J.; Villacís, S.; Riofrio, A.J.; Vaca, D. ","Analysis of energy, CO2 emissions and economy of the technological migration for clean cooking in Ecuador.",Energy Policy,,https://doi.org/10.1016/j.enpol.2017.04.033,"The objective of this study is to analyze the CO2 emissions and economic impacts of the implementation of the National Efficient Cooking Program (NECP) in Ecuador, which aims to migrate the population from Liquefied Petroleum Gas (LPG)-based stoves to electric induction stoves. This program is rooted in the current effort to change Ecuador's energy balance, with hydroelectric power expected to generate 83.61% of national electricity by 2022, ending the need for subsidized LPG. For this analysis, the 2014 baseline situation has been compared with two future scenarios for 2022: a business-as-usual scenario and an NECP-success scenario. This study demonstrates the viability of migration from imported fossil fuels to locally-produced renewable energy as the basis for an efficient cooking facility. The new policies scenario would save US$ 1.162 billion in annual government expenditure on cooking subsidies, and reducing CO2 emissions associated to energy for cooking in 1.8 tCO2/y.",107,,182-187
